game_id,reporter_id,player1_id,player2_id,player3_id,player4_id,points,score1,score2,serving_team,created_at,notes,circuit_id
340,1,24,30,1,26,21,,,,2019-11-25 21:17:15.449286,,5
341,1,1,26,24,30,21,,,,2019-11-25 21:17:16.007617,,5
342,24,24,4,1,2,21,,,,2019-11-25 21:43:29.886403,,5
343,24,24,2,4,1,21,,,,2019-11-25 21:45:21.200628,,5
344,1,8,33,1,2,21,,,,2019-11-26 19:06:07.383087,,5
345,1,18,14,1,6,21,,,,2019-12-02 18:08:01.260966,,5
346,1,6,18,4,1,21,,,,2019-12-02 18:08:33.800541,,5
347,1,6,1,4,30,21,,,,2019-12-03 22:22:27.629703,,5
348,1,6,1,4,30,21,,,,2019-12-03 22:22:29.099286,,5
349,1,37,30,29,1,21,,,,2019-12-04 21:30:16.541809,,5
350,1,29,1,37,30,21,,,,2019-12-04 21:30:25.618829,,5
351,1,6,30,37,1,21,,,,2019-12-04 21:44:57.615384,,5
352,1,6,30,37,1,21,,,,2019-12-04 21:45:01.51713,,5
353,1,37,1,6,30,21,,,,2019-12-04 21:45:01.764984,,5
354,1,8,37,1,4,21,,,,2019-12-05 21:53:00.668837,,5
355,1,1,4,8,37,21,,,,2019-12-05 21:53:01.455342,,5
356,1,23,14,1,37,21,,,,2019-12-05 21:53:27.413693,,5
357,1,1,37,23,14,21,,,,2019-12-05 21:53:27.789767,,5
358,1,1,37,23,14,21,,,,2019-12-05 21:53:27.95871,,5
359,1,2,6,1,37,21,,,,2019-12-06 17:32:50.021739,,5
360,1,1,37,2,6,21,,,,2019-12-06 17:32:54.18491,,5
361,1,2,6,1,37,21,,,,2019-12-06 17:32:54.395709,,5
362,1,2,6,1,37,21,,,,2019-12-06 17:32:54.90796,,5
363,1,1,37,2,6,21,,,,2019-12-06 17:32:55.106481,,5
364,1,1,14,15,29,21,,,,2019-12-06 21:09:37.395816,,5
365,1,1,14,15,29,21,,,,2019-12-06 21:09:38.52999,,5
366,1,1,14,15,29,21,,,,2019-12-06 21:09:38.707899,,5
367,1,15,29,1,14,21,,,,2019-12-06 21:09:39.058001,,5
368,1,1,14,15,29,21,,,,2019-12-06 21:09:39.220639,,5
369,1,1,29,41,37,21,,,,2019-12-06 23:58:55.341171,,5
370,1,1,29,41,37,21,,,,2019-12-06 23:58:55.79107,,5
371,1,1,29,41,37,21,,,,2019-12-06 23:58:55.969137,,5
372,1,1,29,41,37,21,,,,2019-12-06 23:58:56.341108,,5
373,1,26,42,1,34,21,,,,2019-12-06 23:59:18.708694,,5
375,1,6,18,1,37,21,,,,2019-12-09 20:45:06.957044,,5
374,1,6,18,1,37,21,,,,2019-12-09 20:45:06.94874,,5
376,1,1,37,6,18,21,,,,2019-12-09 20:45:20.086217,,5
377,1,1,37,6,18,21,,,,2019-12-09 20:45:20.170873,,5
