id,circuit_id,reporter_id,player1_id,player2_id,player3_id,player4_id,player5_id,player6_id,created_at,points_to_win,final_tally,notes
150,5,1,13,17,,,,,2019-10-04 00:00:00,21,,
151,5,1,3,5,,,,,2019-10-04 00:00:00,21,,
152,5,1,3,5,,,,,2019-10-04 00:00:00,21,,
153,5,1,3,5,,,,,2019-10-04 00:00:00,21,,
154,5,1,3,5,,,,,2019-10-04 00:00:00,21,,
155,5,1,3,5,,,,,2019-10-04 00:00:00,21,,
156,1,1,3,2,,,,,2019-10-04 00:00:00,21,,
157,1,1,3,2,,,,,2019-10-04 00:00:00,21,,
158,1,1,3,6,,,,,2019-10-04 00:00:00,21,,
159,1,1,3,6,,,,,2019-10-04 00:00:00,21,,
160,1,1,1,24,,,,,2019-10-04 00:00:00,21,,
161,1,1,1,24,,,,,2019-10-04 00:00:00,21,,
162,5,1,24,1,,,,,2019-10-04 00:00:00,21,,
163,5,1,1,24,,,,,2019-10-04 00:00:00,21,,
164,5,1,24,1,,,,,2019-10-04 00:00:00,21,,
165,5,1,1,24,,,,,2019-10-04 00:00:00,21,,
166,5,1,24,1,,,,,2019-10-04 00:00:00,21,,
167,1,1,2,24,,,,,2019-10-04 00:00:00,21,,
168,1,1,2,24,,,,,2019-10-04 00:00:00,21,,
169,1,1,6,24,,,,,2019-10-04 00:00:00,21,,
170,1,1,6,24,,,,,2019-10-04 00:00:00,21,,
171,5,1,7,1,,,,,2019-10-04 00:00:00,21,,
172,5,1,7,1,,,,,2019-10-04 00:00:00,21,,
173,5,1,7,1,,,,,2019-10-04 00:00:00,21,,
174,5,1,21,2,18,13,,,2019-10-07 00:00:00,21,,
175,5,1,21,2,18,13,,,2019-10-07 00:00:00,21,,
176,5,1,21,2,18,13,,,2019-10-07 00:00:00,21,,
177,5,1,21,2,18,1,,,2019-10-07 00:00:00,21,,
178,5,1,19,1,14,21,,,2019-10-07 00:00:00,21,,
179,5,1,19,1,14,21,,,2019-10-07 00:00:00,21,,
180,5,1,14,21,19,1,,,2019-10-07 00:00:00,21,,
181,5,1,2,1,6,21,,,2019-10-07 00:00:00,21,,
182,5,1,6,7,2,1,,,2019-10-07 00:00:00,21,,
183,5,1,6,7,2,1,,,2019-10-07 00:00:00,21,,
184,5,1,6,7,2,1,,,2019-10-07 00:00:00,21,,
185,5,1,2,1,6,7,,,2019-10-07 00:00:00,21,,
186,5,1,19,16,15,29,,,2019-10-07 00:00:00,21,,
187,1,1,2,11,,,,,2019-10-07 00:00:00,21,,
188,1,1,2,11,,,,,2019-10-07 00:00:00,21,,
189,1,1,1,11,,,,,2019-10-07 00:00:00,21,,
190,1,1,1,11,,,,,2019-10-07 00:00:00,21,,
191,1,1,6,11,,,,,2019-10-07 00:00:00,21,,
192,1,1,6,11,,,,,2019-10-07 00:00:00,21,,
193,5,1,19,14,,,,,2019-10-07 00:00:00,21,,
194,5,1,14,19,,,,,2019-10-07 00:00:00,21,,
195,5,1,19,16,15,29,,,2019-10-08 00:00:00,21,,
196,5,1,19,16,15,29,,,2019-10-08 00:00:00,21,,
197,5,1,15,29,19,16,,,2019-10-08 00:00:00,21,,
198,5,1,15,29,19,16,,,2019-10-08 00:00:00,21,,
199,5,1,1,21,6,30,,,2019-10-08 00:00:00,21,,
200,5,1,1,7,6,30,,,2019-10-08 00:00:00,21,,
201,5,1,1,7,6,30,,,2019-10-08 00:00:00,21,,
202,5,1,6,30,1,7,,,2019-10-08 00:00:00,21,,
203,5,1,1,7,,,,,2019-10-08 00:00:00,21,,
204,5,2,1,2,18,21,,,2019-10-09 15:59:33.072056,21,,
205,5,2,1,2,18,21,,,2019-10-09 15:59:33.554271,21,,
206,5,2,1,2,18,21,,,2019-10-09 15:59:33.687534,21,,
207,5,2,1,18,,,,,2019-10-09 16:00:25.795062,21,,
208,5,2,1,18,,,,,2019-10-09 16:00:26.301098,21,,
209,5,2,1,18,,,,,2019-10-09 16:00:26.536612,21,,
210,5,2,5,19,,,,,2019-10-09 17:31:52.788162,21,,
211,5,2,5,19,,,,,2019-10-09 17:31:53.012581,21,,
212,5,2,5,19,,,,,2019-10-09 17:31:53.158107,21,,
213,5,2,5,19,,,,,2019-10-09 17:31:53.294318,21,,
214,5,2,19,5,,,,,2019-10-09 17:31:53.427857,21,,
215,5,2,8,19,,,,,2019-10-09 18:59:11.301858,21,,
216,5,2,8,19,,,,,2019-10-09 18:59:11.81806,21,,
217,5,2,8,19,,,,,2019-10-09 18:59:11.957477,21,,
218,5,2,7,1,,,,,2019-10-09 18:59:43.294003,21,,
219,5,2,7,1,,,,,2019-10-09 18:59:43.451617,21,,
220,5,2,21,1,7,18,,,2019-10-09 19:01:08.335778,21,,
221,5,2,7,18,21,1,,,2019-10-09 19:01:09.289899,21,,
222,5,2,7,18,21,1,,,2019-10-09 19:01:09.663057,21,,
223,5,2,18,1,7,21,,,2019-10-09 19:01:56.251213,21,,
224,5,2,7,21,18,1,,,2019-10-09 19:01:56.497054,21,,
225,5,2,7,21,18,1,,,2019-10-09 19:01:56.704905,21,,
226,5,2,1,21,18,2,,,2019-10-09 19:02:35.394702,21,,
227,5,2,18,2,1,21,,,2019-10-09 19:02:35.578607,21,,
228,5,2,1,2,18,21,,,2019-10-09 19:03:14.953024,21,,
229,5,2,18,21,1,2,,,2019-10-09 19:03:15.138984,21,,
230,5,2,1,2,18,21,,,2019-10-09 19:03:15.326061,21,,
231,5,2,7,19,1,6,,,2019-10-09 20:10:49.751913,21,,
232,5,2,7,19,1,6,,,2019-10-09 20:10:50.041574,21,,
233,5,2,1,6,7,19,,,2019-10-09 20:10:50.20969,21,,
234,5,2,1,6,7,19,,,2019-10-09 20:10:50.606489,21,,
235,5,2,7,19,1,6,,,2019-10-09 20:10:50.766421,21,,
236,5,2,1,2,6,21,,,2019-10-09 20:35:26.53049,21,,
237,5,2,5,2,,,,,2019-10-09 20:36:03.245222,21,,
238,5,2,5,2,,,,,2019-10-09 20:36:03.465492,21,,
239,5,2,2,5,,,,,2019-10-09 20:36:03.710568,21,,
240,5,2,5,2,,,,,2019-10-09 20:36:03.890583,21,,
241,5,2,30,14,,,,,2019-10-10 14:54:27.899171,21,,
242,5,2,14,30,,,,,2019-10-10 14:54:28.442421,21,,
243,5,2,14,30,,,,,2019-10-10 14:54:28.599473,21,,
244,5,2,1,2,8,19,,,2019-10-10 16:07:43.755881,21,,
245,5,2,1,2,8,19,,,2019-10-10 16:07:44.561684,21,,
246,5,2,1,2,8,19,,,2019-10-10 16:07:44.708977,21,,
247,5,2,1,14,2,21,,,2019-10-10 19:12:30.88893,21,,
248,5,2,1,14,2,21,,,2019-10-10 19:12:31.248738,21,,
249,5,2,1,14,2,21,,,2019-10-10 19:12:31.383139,21,,
250,5,2,6,18,,,,,2019-10-10 19:13:08.486409,21,,
251,5,2,6,18,,,,,2019-10-10 19:13:08.743644,21,,
252,5,2,18,6,,,,,2019-10-10 19:13:08.884853,21,,
253,5,2,2,1,3,24,,,2019-10-10 21:02:55.118534,21,,yuhai's first doubles game
254,5,2,2,24,1,30,,,2019-10-10 21:04:13.964418,21,,
255,5,2,1,30,2,24,,,2019-10-10 21:04:14.108717,21,,
256,5,2,2,24,1,30,,,2019-10-10 21:04:14.257173,21,,
257,5,2,2,24,1,30,,,2019-10-10 21:04:14.406442,21,,
258,5,2,1,30,2,24,,,2019-10-10 21:04:14.558013,21,,
259,5,2,2,24,1,30,,,2019-10-10 21:04:14.702817,21,,
260,5,2,1,30,,,,,2019-10-10 21:04:43.073419,11,,
261,5,2,1,30,,,,,2019-10-10 21:04:43.263355,11,,
262,5,2,6,16,18,32,,,2019-10-10 21:11:01.122524,21,,
263,5,2,6,16,18,32,,,2019-10-10 21:11:01.300458,21,,
264,5,2,18,32,6,16,,,2019-10-10 21:11:01.463293,21,,
265,5,2,6,1,,,,,2019-10-11 16:31:47.879422,21,,
266,5,2,6,1,,,,,2019-10-11 16:31:48.857474,21,,
267,5,2,1,6,,,,,2019-10-11 16:31:49.045577,21,,
268,5,2,21,2,18,7,,,2019-10-11 16:37:06.472539,21,,
269,5,2,18,7,21,2,,,2019-10-11 16:37:06.669518,21,,
270,5,2,21,2,18,7,,,2019-10-11 16:37:06.839234,21,,
271,5,2,6,14,1,30,,,2019-10-11 16:39:17.092586,21,,
272,5,2,6,14,1,30,,,2019-10-11 16:39:17.275287,21,,
273,5,2,6,14,1,30,,,2019-10-11 16:39:17.452098,21,,
274,5,2,6,30,1,14,,,2019-10-11 16:40:36.847527,21,,
275,5,2,6,30,1,14,,,2019-10-11 16:40:37.148314,21,,
276,5,2,1,14,6,30,,,2019-10-11 16:40:37.357287,21,,
277,5,2,1,18,,,,,2019-10-11 17:45:31.9836,21,,
278,5,2,1,18,,,,,2019-10-11 17:45:32.668416,21,,
279,5,2,19,2,1,16,,,2019-10-11 18:32:24.682102,21,,
280,5,2,19,2,1,16,,,2019-10-11 18:32:24.95495,21,,
281,5,2,19,2,1,16,,,2019-10-11 18:32:25.090521,21,,
282,5,2,19,2,1,16,,,2019-10-11 18:32:25.223795,21,,
283,5,2,19,2,1,16,,,2019-10-11 18:32:25.361172,21,,
284,1,2,18,26,,,,,2019-10-11 18:34:50.668567,21,,
285,1,2,18,26,,,,,2019-10-11 18:34:51.134265,21,,
286,5,2,2,21,,,,,2019-10-11 18:45:06.039435,21,,
287,5,2,2,21,,,,,2019-10-11 18:45:06.218422,21,,
288,5,2,2,21,,,,,2019-10-11 18:45:06.366772,21,,
289,5,2,3,9,,,,,2019-10-11 18:53:21.156453,21,,
290,5,2,1,2,3,9,,,2019-10-11 21:16:46.129093,21,,
291,5,2,3,9,1,2,,,2019-10-11 21:16:46.463873,21,,
292,5,2,3,9,1,2,,,2019-10-11 21:16:46.604991,21,,
293,5,2,3,2,,,,,2019-10-11 21:17:15.703397,21,,
294,5,2,3,2,,,,,2019-10-11 21:17:15.895911,21,,
295,5,2,3,2,,,,,2019-10-11 21:17:16.028128,21,,
296,5,2,5,7,,,,,2019-10-11 21:33:35.427161,21,,
297,5,2,5,7,,,,,2019-10-11 21:33:35.615456,21,,
298,5,2,7,5,,,,,2019-10-11 21:33:35.778444,21,,
299,5,2,7,1,,,,,2019-10-11 21:41:13.005342,21,,
300,5,2,18,34,,,,,2019-10-11 23:02:33.180636,21,,
301,5,2,18,34,,,,,2019-10-11 23:02:33.356525,21,,
302,5,2,30,29,,,,,2019-10-11 23:03:42.051136,21,,
303,5,2,30,29,,,,,2019-10-11 23:03:42.188738,21,,
304,5,2,30,29,,,,,2019-10-11 23:03:42.326394,21,,
305,5,2,30,14,,,,,2019-10-11 23:03:42.466255,21,,
306,5,2,30,14,,,,,2019-10-11 23:03:42.466255,21,,
307,5,2,30,14,,,,,2019-10-11 23:03:42.466255,21,,
308,5,2,22,30,,,,,2019-10-11 23:03:42.466255,21,,
309,5,2,22,30,,,,,2019-10-11 23:03:42.466255,21,,
310,5,2,30,22,,,,,2019-10-11 23:03:42.466255,21,,
311,5,2,30,12,,,,,2019-10-11 23:03:42.466255,21,,
312,5,2,6,19,18,1,,,2019-10-14 17:55:57.377702,21,,
313,5,2,6,19,18,1,,,2019-10-14 17:55:57.697653,21,,
314,5,2,6,19,18,1,,,2019-10-14 17:55:57.846297,21,,
315,5,2,18,1,16,15,,,2019-10-14 21:26:40.30863,21,,
316,5,2,18,1,16,15,,,2019-10-14 21:26:40.652331,21,,
317,5,2,18,1,16,15,,,2019-10-14 21:26:40.809519,21,,
318,5,2,18,1,16,15,,,2019-10-14 21:26:40.978899,21,,
319,5,2,18,1,16,6,,,2019-10-14 21:26:53.330398,21,,
320,5,2,1,6,,,,,2019-10-14 21:27:06.202351,21,,
321,5,2,1,6,,,,,2019-10-14 21:27:06.887282,21,,
322,5,2,1,18,6,10,,,2019-10-15 17:35:51.29044,21,,
323,5,2,6,10,1,18,,,2019-10-15 17:35:51.872536,21,,
324,5,2,18,7,1,6,,,2019-10-15 17:50:57.045039,21,,
325,5,2,18,7,1,6,,,2019-10-15 17:50:57.335508,21,,
326,5,2,6,1,,,,,2019-10-15 18:02:33.4587,21,,
327,5,2,1,30,,,,,2019-10-15 20:26:45.227406,21,,
328,5,2,1,30,,,,,2019-10-15 20:26:45.422127,21,,
329,5,2,1,8,3,30,,,2019-10-15 20:27:36.206915,21,,
330,5,2,1,8,3,30,,,2019-10-15 20:27:36.484707,21,,
331,5,2,1,8,3,30,,,2019-10-15 20:27:36.621495,21,,
332,5,2,3,30,1,8,,,2019-10-15 20:27:36.772502,21,,
333,5,2,16,19,29,10,,,2019-10-15 20:32:36.272413,21,,
334,5,2,16,19,29,10,,,2019-10-15 20:32:36.469735,21,,
335,5,2,19,14,,,,,2019-10-15 21:13:18.066327,21,,
336,5,2,19,14,,,,,2019-10-15 21:13:18.237551,21,,
337,5,2,19,14,,,,,2019-10-15 21:13:18.371774,21,,
338,5,2,7,19,14,12,,,2019-10-15 21:24:09.620185,21,,
339,5,2,14,12,7,19,,,2019-10-15 21:24:10.079755,21,,
340,5,2,7,19,14,12,,,2019-10-15 21:24:10.221412,21,,
341,5,2,7,19,1,12,,,2019-10-15 21:24:35.731167,21,,
342,5,2,1,12,7,14,,,2019-10-15 21:41:14.641086,21,,
343,5,2,7,14,1,12,,,2019-10-15 21:41:14.821812,21,,
344,5,2,1,14,7,12,,,2019-10-15 21:51:00.727649,21,,
345,5,2,5,1,,,,,2019-10-16 17:29:13.244554,21,,
346,5,2,5,1,,,,,2019-10-16 17:29:14.774941,21,,
347,5,2,5,1,,,,,2019-10-16 17:29:14.921512,21,,
348,5,2,1,5,,,,,2019-10-16 17:29:15.086227,21,,
349,5,2,5,1,,,,,2019-10-16 17:29:15.353483,21,,
350,5,2,8,6,,,,,2019-10-16 20:38:36.566472,21,,
351,5,2,6,8,,,,,2019-10-16 20:38:36.712357,21,,
352,5,2,8,6,,,,,2019-10-16 20:38:36.84421,21,,
353,5,2,8,6,,,,,2019-10-16 20:38:36.978101,21,,
354,5,2,7,1,,,,,2019-10-16 20:45:40.815947,21,,
355,5,2,7,1,,,,,2019-10-16 20:45:40.998635,21,,
356,5,2,7,1,,,,,2019-10-16 20:45:41.161438,21,,
357,5,2,1,30,7,35,,,2019-10-16 20:54:48.719495,21,,
358,5,2,1,30,7,35,,,2019-10-16 20:54:48.953529,21,,
359,5,2,7,35,1,30,,,2019-10-16 20:54:49.133868,21,,
360,5,2,7,19,,,,,2019-10-16 21:17:33.669701,21,,
361,5,2,19,7,,,,,2019-10-16 21:17:34.133304,21,,
362,5,2,14,16,15,29,,,2019-10-17 14:13:20.42643,21,,
363,5,2,14,16,15,29,,,2019-10-17 14:13:20.917798,21,,
364,5,2,14,16,15,29,,,2019-10-17 14:13:21.080475,21,,
365,5,2,1,19,7,30,,,2019-10-17 16:29:37.430438,21,,
366,5,2,1,19,7,30,,,2019-10-17 16:29:38.008423,21,,
367,5,2,1,19,7,30,,,2019-10-17 16:29:38.15257,21,,
368,5,2,1,19,7,30,,,2019-10-17 16:29:38.302363,21,,
369,5,2,1,19,30,12,,,2019-10-17 19:35:04.724997,21,,
370,5,2,7,35,,,,,2019-10-17 19:35:24.95342,21,,
371,5,2,7,35,,,,,2019-10-17 19:35:25.294499,21,,
372,5,2,7,35,,,,,2019-10-17 19:35:25.642392,21,,
373,5,2,1,30,,,,,2019-10-17 20:09:08.167944,21,,
374,5,2,30,1,,,,,2019-10-17 20:09:09.028804,21,,
375,5,2,7,8,,,,,2019-10-17 20:22:51.177262,21,,
376,5,2,7,8,,,,,2019-10-17 20:22:51.449731,21,,
377,5,2,8,7,,,,,2019-10-17 20:22:51.611449,21,,
378,5,2,7,8,,,,,2019-10-17 20:22:51.770991,21,,
379,5,2,7,8,,,,,2019-10-17 20:22:51.932426,21,,
380,5,2,8,7,,,,,2019-10-17 20:22:52.091432,21,,
381,5,2,24,30,,,,,2019-10-17 21:19:21.801908,21,,
382,5,2,24,34,,,,,2019-10-17 21:24:01.430445,21,,
383,5,2,24,30,12,14,,,2019-10-17 21:32:40.114427,21,,
384,5,2,24,30,12,14,,,2019-10-17 21:32:40.577886,21,,
385,5,2,12,14,24,30,,,2019-10-17 21:32:40.719217,21,,
386,5,2,12,14,19,16,,,2019-10-17 21:34:23.453421,21,,
387,5,2,1,15,16,19,,,2019-10-18 16:10:31.884584,21,,
388,5,2,1,15,16,19,,,2019-10-18 16:10:32.421009,21,,
389,5,2,1,15,16,19,,,2019-10-18 16:10:32.594418,21,,
390,5,2,1,24,,,,,2019-10-18 18:04:04.945143,21,,
391,5,2,24,1,,,,,2019-10-18 18:04:05.214517,21,,
392,5,2,1,24,,,,,2019-10-18 18:04:05.364287,21,,
393,5,2,19,1,,,,,2019-10-18 20:24:24.923901,21,,
394,5,2,19,1,,,,,2019-10-18 20:24:24.926422,21,,
395,5,2,19,1,,,,,2019-10-18 20:24:25.224561,21,,
396,5,2,19,1,,,,,2019-10-18 20:24:25.243029,21,,
397,5,2,19,1,,,,,2019-10-18 20:24:25.377764,21,,
398,5,2,19,16,15,1,,,2019-10-18 20:24:56.367431,21,,
399,5,2,19,16,15,1,,,2019-10-18 20:24:56.59941,21,,
400,5,2,15,1,19,16,,,2019-10-18 20:24:56.737986,21,,
401,5,2,19,16,15,1,,,2019-10-18 20:24:56.877405,21,,
402,5,2,15,1,19,16,,,2019-10-18 20:24:57.025684,21,,
403,5,2,30,1,,,,,2019-10-18 22:08:08.579607,21,,
404,5,2,1,30,,,,,2019-10-18 22:08:08.882185,21,,
405,5,2,1,30,,,,,2019-10-18 22:08:09.018386,21,,
406,5,1,1,18,12,14,,,2019-10-21 20:07:46.92742,21,,
407,5,1,1,18,12,14,,,2019-10-21 20:07:47.252261,21,,
408,5,1,1,18,12,14,,,2019-10-21 20:07:47.386213,21,,
409,5,1,9,1,3,31,,,2019-10-22 17:37:12.274423,21,,
410,5,1,3,31,9,1,,,2019-10-22 17:37:12.524414,21,,
411,5,1,3,31,9,1,,,2019-10-22 17:37:12.655026,21,,
412,6,1,8,2,,,,,2019-10-22 18:16:18.64342,21,,
413,6,1,8,2,,,,,2019-10-22 18:16:19.202791,21,,
414,6,1,8,2,,,,,2019-10-22 18:16:19.402347,21,,
